,Weekend Box Office Results Jan 4- Jan 6 2002 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,The Lord of the Rings,"5,967,910",Entm't,-24,3,470,"34,988,861"
2,Harry Potter Philosopher's Stone,"1,710,045",Warner,-30,8,497,"57,496,638"
3,Behind Enemy Lines,"903,589",Fox,,1,319,"903,589"
4,The Mean Machine,"795,716",UIP,-49,2,330,"3,006,463"
5,The Princess Diaries,"721,278",BVI,-12,3,385,"3,372,648"
6,Serendipity,"429,683",BVI,-32,2,264,"1,409,069"
7,The 51st State,"230,530",Momentum,-26,5,200,"3,492,423"
8,The Last Castle,"161,862",UIP,,1,158,"161,862"
9,Kabhi Khushi Kabhie Gham,"153,156",Yash Raj,-43,4,44,"2,080,040"
10,Mulholland Drive,"134,798",Pathe,,1,27,"134,798"
11,Monsoon Wedding,"130,466",Film Four,,1,25,"130,466"
12,The Others,"111,265",BVI,-45,10,107,"11,655,181"
13,Christmas Carol: The Movie,"70,417",Pathe,-52,5,256,"1,372,998"
14,Beauty and the Beast,"44,797",BVI,,1,3,"44,797"
15,The Man Who Wasn't There,"32,165",Entm't,-4,11,40,"1,645,828"
,,,,,,,
,Total,"11,597,677",,,,"3,125","121,895,661"
,,,,,,,
,,,,,,,
,Comments,,,,,,
,This weekend is ranked 6th from the last 52 weeks,,,,,,
,,,,,,,
,"Although the weekend is 20% down on last weekend, it is 42% up on the same weekend last year",,,,,,
,,,,,,,
,"Without the Wed/Thurs figures, the fall-off rate for 'The Mean Machine' is 24%, and only 7% for Serendipity",,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Jan 11 - Jan 13 2002 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,The Lord of the Rings,"4,371,354",Entm't,-27,4,482,"41,931,919"
2,Harry Potter Philosopher's Stone,"1,013,564",Warner,-41,9,464,"59,085,808"
3,Rat Race,"1,004,783",Pathe,,1,292,"1,004,783"
4,Behind Enemy Lines,"617,426",Fox,-32,2,320,"1,894,084"
5,The Mean Machine,"465,668",UIP,-41,3,307,"3,802,193"
6,Domestic Disturbance,"402,837",UIP,,1,221,"402,837"
7,The Princess Diaries,"401,604",BVI,-44,4,375,"3,965,204"
8,Rock Star,"294,973",Warner,,1,210,"294,973"
9,Soul Survivors,"200,178",Momentum,,1,110,"200,178"
10,Serendipity,"189,876",BVI,-56,3,179,"1,805,094"
11,Mulholland Drive,"148,132",Pathe,10,2,29,"369,068"
12,Monsoon Wedding,"139,289",Film Four,7,2,24,"344,551"
13,Last Orders,"100,560",Metrodome,,1,25,"100,560"
14,Kabhi Khushi Kabhie Gham,"89,978",Yash Raj,-41,5,43,"2,222,898"
15,The 51st State,"80,886",Momentum,-65,6,102,"3,682,190"
,,,,,,,
,Total,"9,521,108",,,,"3,183","121,106,340"
,,,,,,,
,,,,,,,
,Comments,,,,,,
,This weekend is ranked 15th from the last 52 weeks,,,,,,
,,,,,,,
,"The weekend is 18% down on last weekend, but 19% up on the same weekend last year",,,,,,
,,,,,,,
,"In its fourth week, ""The Lord of the Rings: The Fellowship of the Ring"" maintains a site average in excess of ",,,,,,
,"£9,000, with overall business falling by only 27%, the lowest rate in the top 10.",,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Jan 18 - Jan 20 2002 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,The Lord of the Rings,"3,276,912",Entm't,-25,5,489,"47,025,602"
2,Black Hawk Down,"1,772,920",Col/Tri,,1,406,"1,772,920"
3,Rat Race,"983,185",Pathe,-2,2,349,"2,318,801"
4,Harry Potter Philosopher's Stone,"807,836",Warner,-20,10,427,"60,242,460"
5,Long Time Dead,"580,487",UIP,,1,233,"580,487"
