,Weekend Box Office Results Jul 27-29 2001 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
,,,,,,,
1,Jurassic Park 3,"1,802,580",UIP,-62,2,462,"9,183,228"
2,Swordfish,"1,615,206",WB, ,1,310,"1,615,206"
3,Dr. Dolittle 2,"1,610,907",Fox,,1,410,"1,610,907"
4,Shrek,"932,390",UIP,-51,5,474,"20,015,666"
5,Lara Croft:Tomb Raider,"459,532",UIP,-59,4,398,"11,446,406"
6,High Heels and Low Lifes,"191,159",BVI,-58,2,263,"987,162"
7,Yaadein,"133,145",Sovereign,,1,18,"133,145"
8,Recess:School's Out,"122,891",BVI,553,3,313,"306,239"
9,Evolution,"103,944",Sony,-64,6,207,"7,454,505"
10,Bridget Jones' Diary,"79,987",UIP,-49,16,129,"41,210,560"
11,Intimacy,"54,288",Pathe,,1,27,"54,288"
12,Pearl Harbor,"44,343",BVI,-67,9,90,"12,733,469"
13,Blow,"37,563",Entm't,-48,10,75,"2,978,027"
14,Together,"35,772",M'Dome,-49,3,22,"273,912"
15,Pokemon 3,"35,494",WB,-56,3,168,"500,747"
,,,,,,,
,Total,"7,259,201",,,,3366,"110,503,467"
,,,,,,,
,,,,,,,
,Comments,,,,,,
,,,,,,,
,This weekend was -22% on last weekend and -4% on the same period last year.,,,,,,
,,,,,,,
,"Statistically, it was an average weekend, despite the opening of two wide release films",,,,,,
,,,,,,,
,"The opening results of Swordfish contained almost £400,000 from preview screenings",,,,,,
,,,,,,,
,"The opening results for Dr. Dolittle 2 contained £453, 000 from previews",,,,,,
,,,,,,,
,"Yaadein, distributed by Sovereign, is only the 10th Asian film to enter the Top 10 in its opening week.",,,,,,
,,,,,,,
,UIP continue to dominate the market place with films on 1463 (43%) Sites ,,,,,,
,,,,,,,
,Weekend Box Office Results Aug 3 - 6 2001 - United Kingdom,,,,,,
,,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
,,,,,,,
1,Cats and Dogs,"3,707,358",WB,,1,452,"3,707,358"
2,Rush Hour 2,"2,286,253",Entm't, ,1,325,"2,286,253"
3,Jurassic Park 3,"1,353,560",UIP,-25,3,415,"12,362,926"
4,Swordfish,"996,034",WB,-38,2,310,"3,644,884"
5,Shrek,"956,852",UIP,3,6,452,"22,306,682"
6,Dr. Dolittle 2,"880,049",Fox,-58,2,410,"3,998,123"
7,Lara Croft: Yomb Raider ,"278,721",UIP,-39,5,283,"12,184,322"
8,High Heels and Low Lifes,"127,316",BVI,-33,3,170,"1,348,746"
9,Recess: School's Out,"87,021",BVI,-29,4,297,"607,475"
10,Bridget Jones' Diary,"81,662",UIP,2,17,82,"41,411,811"
11,Yaadein,"69,763",Sovereign,-48,2,18,"291,525"
12,Intimacy,"52,151",Pathe,-4,2,25,"156,876"
13,Together,"50,959",M'Dome,42,4,22,"369,993"
14,Final Fantsay: The Spirits.,"43,546",Col/Tri, ,1,1,"43,546"
15,Evolution,"35,978",Col/Tri,-65,7,126,"7,603,175"
,,,,,,,
,Total,"11,007,223",,,,3388,"112,323,695"
,,,,,,,
,,,,,,,
,Comments,,,,,,
,,,,,,,
,This weekend at the UK box office was 52% up on last weekend and 61 % uip on the same,,,,,,
,weekend last year.,,,,,,
,,,,,,,
,"Statistically speaking, it was almost 50% bigger than an 'average' weekend",,,,,,
,,,,,,,
,"The Cats and Dogs total includes £555,000 from preview screenings",,,,,,
,,,,,,,
,Yaadein (a 'Bollywood' film) is still in the charts after two weeks on release,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Aug 10 - 12 2001 - United Kingdom,,,,,,
,,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
,,,,,,,
1,Cats and Dogs,"2,813,072",WB,,2,453,"10,623,738"
2,Rush Hour 2,"1,544,372",Entm't, ,2,325,"5,505,742"
3,Jurassic Park 3,"1,009,943",UIP,-25,4,414,"14,694,388"
4,Final Fantsay: The Spirits.,"954,488",Col/Tri, ,2,382,"1,028,500"
5,The Parole Officer,"902,028",UIP, ,1,288,"902,028"
6,Shrek,"800,890",UIP,-16,7,403,"24,344,465"
7,Swordfish,"741,945",WB,-26,3,304,"5,221,149"
8,Dr. Dolittle 2,"622,570",Fox,-29,3,413,"5,835,485"
9,Lara Croft: Tomb Raider ,"144,368",UIP,-48,6,195,"12,597,846"
10,Help! I am a Fish,"81,908",M'Dome, ,1,157,"81,908"
11,Yeh Raaste Hein Pyar Ke,"69,566",Bollywood, ,1,21,"69,556"
12,Bridget Jones' Diary,"66,706",UIP,-18,18,56,"41,579,272"
13,Recess: School's Out,"59,114",BVI,-32,5,260,"823,668"
14,Dil Chahta Hai,"57,600",Spark, ,1,17,"57,600"
15,Together,"46,920",M'Dome,-8,5,23,"466,444"
,,,,,,,
,Total,"9,915,490",,,,3711,"123,831,789"
,,,,,,,
,Comments,,,,,,
,,,,,,,
,"Although 10% down on last weekend, this weekend was 94% ahead of the same",,,,,,
,weekend last year.,,,,,,
,,,,,,,
,The Parole Officer (a film with FC involvement) was the highest performing new opener.,,,,,,
,,,,,,,
,"Two new Bollywood films enter the charts, whereas Yaadein drops out after two weeks.",,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Aug 17 - 19 2001 - United Kingdom,,,,,,
,,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
,,,,,,,
1,Planet of the Apes,"5,445,983",Fox,,1,446,"5,445,983"
2,Cats and Dogs,"1,737,286",WB,-38,3,443,"14,627,240"
3,Rush Hour 2,"979,793",Entm't,-37,3,343,"7,524,993"
4,Jurassic Park 3,"616,153",UIP,-39,5,398,"16,038,108"
5,Shrek,"603,590",UIP,-25,8,374,"25,623,642"
6,The Parole Officer,"508,440",UIP,-44,2,287,"1,995,104"
7,Final Fantasy: The Spirits,"379,567",UIP,-60,3,374,"1,986,017"
8,Dr. Dolittle 2,"379,053",Fox,-39,4,368,"6,775,933"
9,Swordish,"378,371",WB,-49,4,270,"5,917,726"
10,Help! I am a Fish,"58,129",M'Dome,-29,2,147,"233,820"
11,Bridget Jones' Diary,"53,379",UIP,-20,19,62,"41,692,598"
12,Yeh Raaste Hein Pyar Ke,"45,807",Bollywood,-34,2,21,"157,743"
13,Dil Chahta Hai,"44,308",Spark,-23,2,16,"146,568"
14,Lara Croft: Tomb Raider,"39,238",UIP,-73,7,70,"12,744,662"
15,Recess: School's Out,"35,385",BVI,-40,6,152,"935,271"
,,,,,,,
,Total,"11,304,482",,,,3771,"141,845,408"
,,,,,,,
,Comments,,,,,,
,,,,,,,
,Planet of the Apes weekend total includes 703420 from previews,,,,,,
,,,,,,,
,"This top 15 weekend total was 14% up on last weekend and, importantly, 32% up on the",,,,,,
,same weekend last year.,,,,,,
,,,,,,,
,It was also 50% ahead of the average weekend over the past 52 weeks.,,,,,,
,,,,,,,
,Two Bollywood titles still feature in the Top 15,,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Aug 24 - 26 2001 - United Kingdom,,,,,,
,,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
,,,,,,,
1,Planet of the Apes,"2,364,945",Fox,-57,2,447,"10,653,344"
2,Cats and Dogs,"1,073,361",WB,-38,4,453,"17,193,729"
3,Heartbreakers,"751,754",Icon,,1,292,"751,754"
4,Rush Hour 2,"615,140",Entm't,-37,4,359,"8,844,663"
5,Shrek,"365,829",UIP,-39,9,372,"26,490,704"
6,Jurassic Park 3,"354,602",UIP,-42,6,330,"16,880,646"
7,Crocodile Dundee in L.A.,"354,593",UIP, ,1,219,"354,593"
8,Lucky Break,"348,613",FFD, ,1,270,"348,613"
9,The Parole Officer,"241,531",UIP,-52,3,246,"2,602,352"
10,Swordish,"215,128",WB,-43,5,239,"6,388,481"
11,Dr. Dolittle 2,"192,552",Fox,-49,5,339,"7,325,628"
12,Final Fantasy: The Spirits..,"94,011",Col/Tri,-75,4,264,"2,371,630"
13,Josie and the Pussycats,"37,662",Fox, ,1,120,"37,662"
